Date,Description,Amount
06/08/2026,VENDOR 518 PAYMENT,-227.99
06/09/2026,VENDOR 519 PAYMENT,-358.99
06/10/2026,VENDOR 520 PAYMENT,-41.99
06/11/2026,VENDOR 521 PAYMENT,-337.99
06/12/2026,VENDOR 522 PAYMENT,-70.99
06/13/2026,VENDOR 523 PAYMENT,-9.99
06/14/2026,VENDOR 524 PAYMENT,-382.99
06/15/2026,VENDOR 525 PAYMENT,-258.99
06/16/2026,VENDOR 526 PAYMENT,-103.99
06/17/2026,VENDOR 527 PAYMENT,-469.99
06/18/2026,VENDOR 528 PAYMENT,-403.99
06/19/2026,VENDOR 529 PAYMENT,-361.99
06/20/2026,VENDOR 530 PAYMENT,-99.99
06/21/2026,VENDOR 531 PAYMENT,-447.99
06/22/2026,VENDOR 532 PAYMENT,-64.99
06/23/2026,VENDOR 533 PAYMENT,-382.99
06/24/2026,VENDOR 534 PAYMENT,-370.99
06/25/2026,VENDOR 535 PAYMENT,-68.99
06/26/2026,VENDOR 536 PAYMENT,-363.99
06/27/2026,VENDOR 537 PAYMENT,-328.99
06/28/2026,VENDOR 538 PAYMENT,-232.99
06/29/2026,VENDOR 539 PAYMENT,-46.99
01/01/2026,VENDOR 540 PAYMENT,-188.99
01/02/2026,VENDOR 541 PAYMENT,-119.99
01/03/2026,VENDOR 542 PAYMENT,-146.99
01/04/2026,VENDOR 543 PAYMENT,-291.99
01/05/2026,VENDOR 544 PAYMENT,-54.99
01/06/2026,VENDOR 545 PAYMENT,-384.99
01/07/2026,VENDOR 546 PAYMENT,-10.99
01/08/2026,VENDOR 547 PAYMENT,-290.99
01/09/2026,VENDOR 548 PAYMENT,-410.99
01/10/2026,VENDOR 549 PAYMENT,-341.99
01/11/2026,VENDOR 550 PAYMENT,-300.99
01/12/2026,VENDOR 551 PAYMENT,-277.99
01/13/2026,VENDOR 552 PAYMENT,-98.99
01/14/2026,VENDOR 553 PAYMENT,-392.99
01/15/2026,VENDOR 554 PAYMENT,-336.99
01/16/2026,VENDOR 555 PAYMENT,-124.99
01/17/2026,VENDOR 556 PAYMENT,-9.99
01/18/2026,VENDOR 557 PAYMENT,-484.99
01/19/2026,VENDOR 558 PAYMENT,-79.99
01/20/2026,VENDOR 559 PAYMENT,-380.99
01/21/2026,VENDOR 560 PAYMENT,-227.99
01/22/2026,VENDOR 561 PAYMENT,-464.99
01/23/2026,VENDOR 562 PAYMENT,-357.99
01/24/2026,VENDOR 563 PAYMENT,-61.99
01/25/2026,VENDOR 564 PAYMENT,-19.99
01/26/2026,VENDOR 565 PAYMENT,-476.99
01/27/2026,VENDOR 566 PAYMENT,-471.99
01/28/2026,VENDOR 567 PAYMENT,-106.99
01/29/2026,VENDOR 568 PAYMENT,-151.99
01/30/2026,VENDOR 569 PAYMENT,-292.99
01/31/2026,VENDOR 570 PAYMENT,-375.99
02/01/2026,VENDOR 571 PAYMENT,-351.99
02/02/2026,VENDOR 572 PAYMENT,-453.99
02/03/2026,VENDOR 573 PAYMENT,-381.99
02/04/2026,VENDOR 574 PAYMENT,-99.99
02/05/2026,VENDOR 575 PAYMENT,-179.99
02/06/2026,VENDOR 576 PAYMENT,-298.99
02/07/2026,VENDOR 577 PAYMENT,-421.99
02/08/2026,VENDOR 578 PAYMENT,-118.99
02/09/2026,VENDOR 579 PAYMENT,-112.99
02/10/2026,VENDOR 580 PAYMENT,-119.99
02/11/2026,VENDOR 581 PAYMENT,-123.99
02/12/2026,VENDOR 582 PAYMENT,-238.99
02/13/2026,VENDOR 583 PAYMENT,-51.99
02/14/2026,VENDOR 584 PAYMENT,-135.99
02/15/2026,VENDOR 585 PAYMENT,-176.99
02/16/2026,VENDOR 586 PAYMENT,-225.99
02/17/2026,VENDOR 587 PAYMENT,-214.99
02/18/2026,VENDOR 588 PAYMENT,-378.99
02/19/2026,VENDOR 589 PAYMENT,-356.99
02/20/2026,VENDOR 590 PAYMENT,-236.99
02/21/2026,VENDOR 591 PAYMENT,-419.99
02/22/2026,VENDOR 592 PAYMENT,-369.99
02/23/2026,VENDOR 593 PAYMENT,-389.99
02/24/2026,VENDOR 594 PAYMENT,-338.99
02/25/2026,VENDOR 595 PAYMENT,-104.99
02/26/2026,VENDOR 596 PAYMENT,-54.99
02/27/2026,VENDOR 597 PAYMENT,-148.99
02/28/2026,VENDOR 598 PAYMENT,-418.99
03/01/2026,VENDOR 599 PAYMENT,-477.99
03/02/2026,VENDOR 600 PAYMENT,-441.99
03/03/2026,VENDOR 601 PAYMENT,-159.99
03/04/2026,VENDOR 602 PAYMENT,-439.99
03/05/2026,VENDOR 603 PAYMENT,-163.99
03/06/2026,VENDOR 604 PAYMENT,-45.99
03/07/2026,VENDOR 605 PAYMENT,-348.99
03/08/2026,VENDOR 606 PAYMENT,-175.99
03/09/2026,VENDOR 607 PAYMENT,-108.99
03/10/2026,VENDOR 608 PAYMENT,-276.99
03/11/2026,VENDOR 609 PAYMENT,-81.99
03/12/2026,VENDOR 610 PAYMENT,-312.99
03/13/2026,VENDOR 611 PAYMENT,-492.99
03/14/2026,VENDOR 612 PAYMENT,-269.99
03/15/2026,VENDOR 613 PAYMENT,-294.99
03/16/2026,VENDOR 614 PAYMENT,-171.99
03/17/2026,VENDOR 615 PAYMENT,-392.99
03/18/2026,VENDOR 616 PAYMENT,-340.99
03/19/2026,VENDOR 617 PAYMENT,-285.99
03/20/2026,VENDOR 618 PAYMENT,-219.99
03/21/2026,VENDOR 619 PAYMENT,-174.99
03/22/2026,VENDOR 620 PAYMENT,-387.99
03/23/2026,VENDOR 621 PAYMENT,-139.99
03/24/2026,VENDOR 622 PAYMENT,-45.99
03/25/2026,VENDOR 623 PAYMENT,-5.99
03/26/2026,VENDOR 624 PAYMENT,-368.99
03/27/2026,VENDOR 625 PAYMENT,-102.99
03/28/2026,VENDOR 626 PAYMENT,-300.99
03/29/2026,VENDOR 627 PAYMENT,-422.99
03/30/2026,VENDOR 628 PAYMENT,-329.99
03/31/2026,VENDOR 629 PAYMENT,-387.99
04/01/2026,VENDOR 630 PAYMENT,-89.99
04/02/2026,VENDOR 631 PAYMENT,-426.99
04/03/2026,VENDOR 632 PAYMENT,-356.99
04/04/2026,VENDOR 633 PAYMENT,-324.99
04/05/2026,VENDOR 634 PAYMENT,-315.99
04/06/2026,VENDOR 635 PAYMENT,-119.99
04/07/2026,VENDOR 636 PAYMENT,-3.99
04/08/2026,VENDOR 637 PAYMENT,-166.99
04/09/2026,VENDOR 638 PAYMENT,-152.99
04/10/2026,VENDOR 639 PAYMENT,-33.99
04/11/2026,VENDOR 640 PAYMENT,-81.99
04/12/2026,VENDOR 641 PAYMENT,-307.99
04/13/2026,VENDOR 642 PAYMENT,-341.99
04/14/2026,VENDOR 643 PAYMENT,-158.99
04/15/2026,VENDOR 644 PAYMENT,-439.99
04/16/2026,VENDOR 645 PAYMENT,-88.99
04/17/2026,VENDOR 646 PAYMENT,-296.99
04/18/2026,VENDOR 647 PAYMENT,-170.99
04/19/2026,VENDOR 648 PAYMENT,-363.99
04/20/2026,VENDOR 649 PAYMENT,-289.99
04/21/2026,VENDOR 650 PAYMENT,-305.99
04/22/2026,VENDOR 651 PAYMENT,-481.99
04/23/2026,VENDOR 652 PAYMENT,-498.99
04/24/2026,VENDOR 653 PAYMENT,-282.99
04/25/2026,VENDOR 654 PAYMENT,-498.99
04/26/2026,VENDOR 655 PAYMENT,-322.99
04/27/2026,VENDOR 656 PAYMENT,-393.99
04/28/2026,VENDOR 657 PAYMENT,-381.99
04/29/2026,VENDOR 658 PAYMENT,-93.99
04/30/2026,VENDOR 659 PAYMENT,-372.99
05/01/2026,VENDOR 660 PAYMENT,-261.99
05/02/2026,VENDOR 661 PAYMENT,-465.99
05/03/2026,VENDOR 662 PAYMENT,-25.99
05/04/2026,VENDOR 663 PAYMENT,-46.99
05/05/2026,VENDOR 664 PAYMENT,-271.99
05/06/2026,VENDOR 665 PAYMENT,-122.99
05/07/2026,VENDOR 666 PAYMENT,-337.99
05/08/2026,VENDOR 667 PAYMENT,-98.99
05/09/2026,VENDOR 668 PAYMENT,-378.99
05/10/2026,VENDOR 669 PAYMENT,-436.99
05/11/2026,VENDOR 670 PAYMENT,-361.99
05/12/2026,VENDOR 671 PAYMENT,-454.99
05/13/2026,VENDOR 672 PAYMENT,-485.99
05/14/2026,VENDOR 673 PAYMENT,-401.99
05/15/2026,VENDOR 674 PAYMENT,-301.99
05/16/2026,VENDOR 675 PAYMENT,-388.99
05/17/2026,VENDOR 676 PAYMENT,-85.99
05/18/2026,VENDOR 677 PAYMENT,-374.99
05/19/2026,VENDOR 678 PAYMENT,-60.99
05/20/2026,VENDOR 679 PAYMENT,-78.99
05/21/2026,VENDOR 680 PAYMENT,-245.99
05/22/2026,VENDOR 681 PAYMENT,-426.99
05/23/2026,VENDOR 682 PAYMENT,-188.99
05/24/2026,VENDOR 683 PAYMENT,-242.99
05/25/2026,VENDOR 684 PAYMENT,-388.99
05/26/2026,VENDOR 685 PAYMENT,-302.99
05/27/2026,VENDOR 686 PAYMENT,-436.99
05/28/2026,VENDOR 687 PAYMENT,-344.99
05/29/2026,VENDOR 688 PAYMENT,-431.99
05/30/2026,VENDOR 689 PAYMENT,-272.99
05/31/2026,VENDOR 690 PAYMENT,-228.99
06/01/2026,VENDOR 691 PAYMENT,-357.99
06/02/2026,VENDOR 692 PAYMENT,-417.99
06/03/2026,VENDOR 693 PAYMENT,-166.99
06/04/2026,VENDOR 694 PAYMENT,-492.99
06/05/2026,VENDOR 695 PAYMENT,-301.99
06/06/2026,VENDOR 696 PAYMENT,-76.99
06/07/2026,VENDOR 697 PAYMENT,-214.99
06/08/2026,VENDOR 698 PAYMENT,-446.99
06/09/2026,VENDOR 699 PAYMENT,-331.99
06/10/2026,VENDOR 700 PAYMENT,-217.99
06/11/2026,VENDOR 701 PAYMENT,-56.99
06/12/2026,VENDOR 702 PAYMENT,-457.99
06/13/2026,VENDOR 703 PAYMENT,-146.99
06/14/2026,VENDOR 704 PAYMENT,-404.99
06/15/2026,VENDOR 705 PAYMENT,-424.99
06/16/2026,VENDOR 706 PAYMENT,-32.99
06/17/2026,VENDOR 707 PAYMENT,-10.99
06/18/2026,VENDOR 708 PAYMENT,-56.99
06/19/2026,VENDOR 709 PAYMENT,-285.99
06/20/2026,VENDOR 710 PAYMENT,-274.99
06/21/2026,VENDOR 711 PAYMENT,-117.99
06/22/2026,VENDOR 712 PAYMENT,-479.99
06/23/2026,VENDOR 713 PAYMENT,-103.99
06/24/2026,VENDOR 714 PAYMENT,-320.99
06/25/2026,VENDOR 715 PAYMENT,-44.99
06/26/2026,VENDOR 716 PAYMENT,-4.99
06/27/2026,VENDOR 717 PAYMENT,-2.99
06/28/2026,VENDOR 718 PAYMENT,-394.99
06/29/2026,VENDOR 719 PAYMENT,-37.99
01/01/2026,VENDOR 720 PAYMENT,-11.99
01/02/2026,VENDOR 721 PAYMENT,-4.99
01/03/2026,VENDOR 722 PAYMENT,-471.99
01/04/2026,VENDOR 723 PAYMENT,-372.99
01/05/2026,VENDOR 724 PAYMENT,-146.99
01/06/2026,VENDOR 725 PAYMENT,-234.99
01/07/2026,VENDOR 726 PAYMENT,-423.99
01/08/2026,VENDOR 727 PAYMENT,-354.99
01/09/2026,VENDOR 728 PAYMENT,-54.99
01/10/2026,VENDOR 729 PAYMENT,-308.99
01/11/2026,VENDOR 730 PAYMENT,-275.99
01/12/2026,VENDOR 731 PAYMENT,-285.99
01/13/2026,VENDOR 732 PAYMENT,-154.99
01/14/2026,VENDOR 733 PAYMENT,-446.99
01/15/2026,VENDOR 734 PAYMENT,-306.99
01/16/2026,VENDOR 735 PAYMENT,-129.99
01/17/2026,VENDOR 736 PAYMENT,-368.99
01/18/2026,VENDOR 737 PAYMENT,-368.99
01/19/2026,VENDOR 738 PAYMENT,-219.99
01/20/2026,VENDOR 739 PAYMENT,-307.99
01/21/2026,VENDOR 740 PAYMENT,-112.99
01/22/2026,VENDOR 741 PAYMENT,-322.99
01/23/2026,VENDOR 742 PAYMENT,-499.99
01/24/2026,VENDOR 743 PAYMENT,-145.99
01/25/2026,VENDOR 744 PAYMENT,-113.99
01/26/2026,VENDOR 745 PAYMENT,-492.99
01/27/2026,VENDOR 746 PAYMENT,-483.99
01/28/2026,VENDOR 747 PAYMENT,-145.99
01/29/2026,VENDOR 748 PAYMENT,-249.99
01/30/2026,VENDOR 749 PAYMENT,-393.99
01/31/2026,VENDOR 750 PAYMENT,-405.99
02/01/2026,VENDOR 751 PAYMENT,-368.99
02/02/2026,VENDOR 752 PAYMENT,-327.99
02/03/2026,VENDOR 753 PAYMENT,-299.99
02/04/2026,VENDOR 754 PAYMENT,-454.99
02/05/2026,VENDOR 755 PAYMENT,-254.99
02/06/2026,VENDOR 756 PAYMENT,-113.99
02/07/2026,VENDOR 757 PAYMENT,-50.99
02/08/2026,VENDOR 758 PAYMENT,-26.99
02/09/2026,VENDOR 759 PAYMENT,-137.99
02/10/2026,VENDOR 760 PAYMENT,-173.99
02/11/2026,VENDOR 761 PAYMENT,-408.99
02/12/2026,VENDOR 762 PAYMENT,-161.99
02/13/2026,VENDOR 763 PAYMENT,-476.99
02/14/2026,VENDOR 764 PAYMENT,-256.99
02/15/2026,VENDOR 765 PAYMENT,-70.99
02/16/2026,VENDOR 766 PAYMENT,-212.99
02/17/2026,VENDOR 767 PAYMENT,-322.99
02/18/2026,VENDOR 768 PAYMENT,-112.99
02/19/2026,VENDOR 769 PAYMENT,-143.99
02/20/2026,VENDOR 770 PAYMENT,-145.99
02/21/2026,VENDOR 771 PAYMENT,-483.99
02/22/2026,VENDOR 772 PAYMENT,-192.99
02/23/2026,VENDOR 773 PAYMENT,-354.99
02/24/2026,VENDOR 774 PAYMENT,-168.99
02/25/2026,VENDOR 775 PAYMENT,-441.99
02/26/2026,VENDOR 776 PAYMENT,-286.99
02/27/2026,VENDOR 777 PAYMENT,-308.99
02/28/2026,VENDOR 778 PAYMENT,-328.99
03/01/2026,VENDOR 779 PAYMENT,-293.99
03/02/2026,VENDOR 780 PAYMENT,-271.99
03/03/2026,VENDOR 781 PAYMENT,-255.99
03/04/2026,VENDOR 782 PAYMENT,-134.99
03/05/2026,VENDOR 783 PAYMENT,-187.99
03/06/2026,VENDOR 784 PAYMENT,-60.99
03/07/2026,VENDOR 785 PAYMENT,-191.99
03/08/2026,VENDOR 786 PAYMENT,-181.99
03/09/2026,VENDOR 787 PAYMENT,-16.99
03/10/2026,VENDOR 788 PAYMENT,-361.99
03/11/2026,VENDOR 789 PAYMENT,-457.99
03/12/2026,VENDOR 790 PAYMENT,-5.99
03/13/2026,VENDOR 791 PAYMENT,-493.99
03/14/2026,VENDOR 792 PAYMENT,-164.99
03/15/2026,VENDOR 793 PAYMENT,-135.99
03/16/2026,VENDOR 794 PAYMENT,-475.99
03/17/2026,VENDOR 795 PAYMENT,-199.99
03/18/2026,VENDOR 796 PAYMENT,-206.99
03/19/2026,VENDOR 797 PAYMENT,-494.99
03/20/2026,VENDOR 798 PAYMENT,-216.99
03/21/2026,VENDOR 799 PAYMENT,-63.99
03/22/2026,VENDOR 800 PAYMENT,-317.99
03/23/2026,VENDOR 801 PAYMENT,-244.99
03/24/2026,VENDOR 802 PAYMENT,-477.99
03/25/2026,VENDOR 803 PAYMENT,-46.99
03/26/2026,VENDOR 804 PAYMENT,-125.99
03/27/2026,VENDOR 805 PAYMENT,-194.99
03/28/2026,VENDOR 806 PAYMENT,-419.99
03/29/2026,VENDOR 807 PAYMENT,-386.99
03/30/2026,VENDOR 808 PAYMENT,-205.99
03/31/2026,VENDOR 809 PAYMENT,-230.99
04/01/2026,VENDOR 810 PAYMENT,-499.99
04/02/2026,VENDOR 811 PAYMENT,-118.99
04/03/2026,VENDOR 812 PAYMENT,-289.99
04/04/2026,VENDOR 813 PAYMENT,-468.99
04/05/2026,VENDOR 814 PAYMENT,-280.99
04/06/2026,VENDOR 815 PAYMENT,-410.99
04/07/2026,VENDOR 816 PAYMENT,-12.99
04/08/2026,VENDOR 817 PAYMENT,-417.99
04/09/2026,VENDOR 818 PAYMENT,-476.99
04/10/2026,VENDOR 819 PAYMENT,-400.99
04/11/2026,VENDOR 820 PAYMENT,-52.99
04/12/2026,VENDOR 821 PAYMENT,-58.99
04/13/2026,VENDOR 822 PAYMENT,-498.99
04/14/2026,VENDOR 823 PAYMENT,-479.99
04/15/2026,VENDOR 824 PAYMENT,-65.99
04/16/2026,VENDOR 825 PAYMENT,-483.99
04/17/2026,VENDOR 826 PAYMENT,-146.99
04/18/2026,VENDOR 827 PAYMENT,-123.99
04/19/2026,VENDOR 828 PAYMENT,-209.99
04/20/2026,VENDOR 829 PAYMENT,-151.99
04/21/2026,VENDOR 830 PAYMENT,-359.99
04/22/2026,VENDOR 831 PAYMENT,-173.99
04/23/2026,VENDOR 832 PAYMENT,-297.99
04/24/2026,VENDOR 833 PAYMENT,-256.99
04/25/2026,VENDOR 834 PAYMENT,-40.99
04/26/2026,VENDOR 835 PAYMENT,-272.99
04/27/2026,VENDOR 836 PAYMENT,-158.99
04/28/2026,VENDOR 837 PAYMENT,-302.99
04/29/2026,VENDOR 838 PAYMENT,-54.99
04/30/2026,VENDOR 839 PAYMENT,-299.99
05/01/2026,VENDOR 840 PAYMENT,-30.99
05/02/2026,VENDOR 841 PAYMENT,-460.99
05/03/2026,VENDOR 842 PAYMENT,-344.99
05/04/2026,VENDOR 843 PAYMENT,-319.99
05/05/2026,VENDOR 844 PAYMENT,-272.99
05/06/2026,VENDOR 845 PAYMENT,-347.99
05/07/2026,VENDOR 846 PAYMENT,-237.99
05/08/2026,VENDOR 847 PAYMENT,-371.99
05/09/2026,VENDOR 848 PAYMENT,-491.99
05/10/2026,VENDOR 849 PAYMENT,-280.99
05/11/2026,VENDOR 850 PAYMENT,-310.99
05/12/2026,VENDOR 851 PAYMENT,-272.99
05/13/2026,VENDOR 852 PAYMENT,-299.99
05/14/2026,VENDOR 853 PAYMENT,-164.99
05/15/2026,VENDOR 854 PAYMENT,-462.99
05/16/2026,VENDOR 855 PAYMENT,-91.99
05/17/2026,VENDOR 856 PAYMENT,-25.99
05/18/2026,VENDOR 857 PAYMENT,-434.99
05/19/2026,VENDOR 858 PAYMENT,-457.99
05/20/2026,VENDOR 859 PAYMENT,-453.99
05/21/2026,VENDOR 860 PAYMENT,-283.99
05/22/2026,VENDOR 861 PAYMENT,-111.99
05/23/2026,VENDOR 862 PAYMENT,-461.99
05/24/2026,VENDOR 863 PAYMENT,-82.99
05/25/2026,VENDOR 864 PAYMENT,-403.99
05/26/2026,VENDOR 865 PAYMENT,-271.99
05/27/2026,VENDOR 866 PAYMENT,-111.99
05/28/2026,VENDOR 867 PAYMENT,-90.99
05/29/2026,VENDOR 868 PAYMENT,-186.99
05/30/2026,VENDOR 869 PAYMENT,-490.99
05/31/2026,VENDOR 870 PAYMENT,-341.99
06/01/2026,VENDOR 871 PAYMENT,-262.99
06/02/2026,VENDOR 872 PAYMENT,-462.99
06/03/2026,VENDOR 873 PAYMENT,-327.99
06/04/2026,VENDOR 874 PAYMENT,-321.99
06/05/2026,VENDOR 875 PAYMENT,-251.99
06/06/2026,VENDOR 876 PAYMENT,-171.99
06/07/2026,VENDOR 877 PAYMENT,-12.99
06/08/2026,VENDOR 878 PAYMENT,-454.99
06/09/2026,VENDOR 879 PAYMENT,-127.99
06/10/2026,VENDOR 880 PAYMENT,-283.99
06/11/2026,VENDOR 881 PAYMENT,-277.99
06/12/2026,VENDOR 882 PAYMENT,-385.99
06/13/2026,VENDOR 883 PAYMENT,-82.99
06/14/2026,VENDOR 884 PAYMENT,-402.99
06/15/2026,VENDOR 885 PAYMENT,-153.99
06/16/2026,VENDOR 886 PAYMENT,-84.99
06/17/2026,VENDOR 887 PAYMENT,-154.99
06/18/2026,VENDOR 888 PAYMENT,-128.99
06/19/2026,VENDOR 889 PAYMENT,-463.99
06/20/2026,VENDOR 890 PAYMENT,-455.99
06/21/2026,VENDOR 891 PAYMENT,-91.99
06/22/2026,VENDOR 892 PAYMENT,-320.99
06/23/2026,VENDOR 893 PAYMENT,-266.99
06/24/2026,VENDOR 894 PAYMENT,-272.99
06/25/2026,VENDOR 895 PAYMENT,-6.99
06/26/2026,VENDOR 896 PAYMENT,-236.99
06/27/2026,VENDOR 897 PAYMENT,-464.99
06/28/2026,VENDOR 898 PAYMENT,-210.99
06/29/2026,VENDOR 899 PAYMENT,-126.99
01/01/2026,VENDOR 900 PAYMENT,-47.99
01/02/2026,VENDOR 901 PAYMENT,-72.99
01/03/2026,VENDOR 902 PAYMENT,-401.99
01/04/2026,VENDOR 903 PAYMENT,-144.99
01/05/2026,VENDOR 904 PAYMENT,-165.99
01/06/2026,VENDOR 905 PAYMENT,-182.99
01/07/2026,VENDOR 906 PAYMENT,-454.99
01/08/2026,VENDOR 907 PAYMENT,-177.99
01/09/2026,VENDOR 908 PAYMENT,-116.99
01/10/2026,VENDOR 909 PAYMENT,-249.99
01/11/2026,VENDOR 910 PAYMENT,-260.99
01/12/2026,VENDOR 911 PAYMENT,-309.99
01/13/2026,VENDOR 912 PAYMENT,-438.99
01/14/2026,VENDOR 913 PAYMENT,-200.99
01/15/2026,VENDOR 914 PAYMENT,-85.99
01/16/2026,VENDOR 915 PAYMENT,-178.99
01/17/2026,VENDOR 916 PAYMENT,-156.99
01/18/2026,VENDOR 917 PAYMENT,-360.99
01/19/2026,VENDOR 918 PAYMENT,-488.99
01/20/2026,VENDOR 919 PAYMENT,-82.99
01/21/2026,VENDOR 920 PAYMENT,-457.99
01/22/2026,VENDOR 921 PAYMENT,-234.99
01/23/2026,VENDOR 922 PAYMENT,-393.99
01/24/2026,VENDOR 923 PAYMENT,-367.99
01/25/2026,VENDOR 924 PAYMENT,-335.99
01/26/2026,VENDOR 925 PAYMENT,-430.99
01/27/2026,VENDOR 926 PAYMENT,-410.99
01/28/2026,VENDOR 927 PAYMENT,-406.99
01/29/2026,VENDOR 928 PAYMENT,-375.99
01/30/2026,VENDOR 929 PAYMENT,-133.99
01/31/2026,VENDOR 930 PAYMENT,-194.99
02/01/2026,VENDOR 931 PAYMENT,-240.99
02/02/2026,VENDOR 932 PAYMENT,-452.99
02/03/2026,VENDOR 933 PAYMENT,-15.99
02/04/2026,VENDOR 934 PAYMENT,-8.99
02/05/2026,VENDOR 935 PAYMENT,-225.99
02/06/2026,VENDOR 936 PAYMENT,-420.99
02/07/2026,VENDOR 937 PAYMENT,-343.99
02/08/2026,VENDOR 938 PAYMENT,-443.99
02/09/2026,VENDOR 939 PAYMENT,-230.99
02/10/2026,VENDOR 940 PAYMENT,-322.99
02/11/2026,VENDOR 941 PAYMENT,-169.99
02/12/2026,VENDOR 942 PAYMENT,-68.99
02/13/2026,VENDOR 943 PAYMENT,-202.99
02/14/2026,VENDOR 944 PAYMENT,-39.99
02/15/2026,VENDOR 945 PAYMENT,-190.99
02/16/2026,VENDOR 946 PAYMENT,-83.99
02/17/2026,VENDOR 947 PAYMENT,-363.99
02/18/2026,VENDOR 948 PAYMENT,-178.99
02/19/2026,VENDOR 949 PAYMENT,-495.99
02/20/2026,VENDOR 950 PAYMENT,-374.99
02/21/2026,VENDOR 951 PAYMENT,-423.99
02/22/2026,VENDOR 952 PAYMENT,-375.99
02/23/2026,VENDOR 953 PAYMENT,-397.99
02/24/2026,VENDOR 954 PAYMENT,-112.99
02/25/2026,VENDOR 955 PAYMENT,-354.99
02/26/2026,VENDOR 956 PAYMENT,-83.99
02/27/2026,VENDOR 957 PAYMENT,-171.99
02/28/2026,VENDOR 958 PAYMENT,-273.99
03/01/2026,VENDOR 959 PAYMENT,-310.99
03/02/2026,VENDOR 960 PAYMENT,-486.99
03/03/2026,VENDOR 961 PAYMENT,-246.99
03/04/2026,VENDOR 962 PAYMENT,-487.99
03/05/2026,VENDOR 963 PAYMENT,-330.99
03/06/2026,VENDOR 964 PAYMENT,-91.99
03/07/2026,VENDOR 965 PAYMENT,-319.99
03/08/2026,VENDOR 966 PAYMENT,-16.99
03/09/2026,VENDOR 967 PAYMENT,-316.99
03/10/2026,VENDOR 968 PAYMENT,-432.99
03/11/2026,VENDOR 969 PAYMENT,-263.99
03/12/2026,VENDOR 970 PAYMENT,-419.99
03/13/2026,VENDOR 971 PAYMENT,-91.99
03/14/2026,VENDOR 972 PAYMENT,-182.99
03/15/2026,VENDOR 973 PAYMENT,-232.99
03/16/2026,VENDOR 974 PAYMENT,-190.99
03/17/2026,VENDOR 975 PAYMENT,-347.99
03/18/2026,VENDOR 976 PAYMENT,-101.99
03/19/2026,VENDOR 977 PAYMENT,-156.99
03/20/2026,VENDOR 978 PAYMENT,-272.99
03/21/2026,VENDOR 979 PAYMENT,-453.99
03/22/2026,VENDOR 980 PAYMENT,-350.99
03/23/2026,VENDOR 981 PAYMENT,-231.99
03/24/2026,VENDOR 982 PAYMENT,-388.99
03/25/2026,VENDOR 983 PAYMENT,-477.99
03/26/2026,VENDOR 984 PAYMENT,-416.99
03/27/2026,VENDOR 985 PAYMENT,-48.99
03/28/2026,VENDOR 986 PAYMENT,-206.99
03/29/2026,VENDOR 987 PAYMENT,-284.99
03/30/2026,VENDOR 988 PAYMENT,-273.99
03/31/2026,VENDOR 989 PAYMENT,-381.99
04/01/2026,VENDOR 990 PAYMENT,-368.99
04/02/2026,VENDOR 991 PAYMENT,-307.99
04/03/2026,VENDOR 992 PAYMENT,-253.99
04/04/2026,VENDOR 993 PAYMENT,-32.99
04/05/2026,VENDOR 994 PAYMENT,-43.99
04/06/2026,VENDOR 995 PAYMENT,-38.99
04/07/2026,VENDOR 996 PAYMENT,-48.99
04/08/2026,VENDOR 997 PAYMENT,-82.99
04/09/2026,VENDOR 998 PAYMENT,-385.99
04/10/2026,VENDOR 999 PAYMENT,-407.99
04/11/2026,VENDOR 1000 PAYMENT,-155.99
04/12/2026,VENDOR 1001 PAYMENT,-498.99
04/13/2026,VENDOR 1002 PAYMENT,-499.99
04/14/2026,VENDOR 1003 PAYMENT,-390.99
04/15/2026,VENDOR 1004 PAYMENT,-456.99
04/16/2026,VENDOR 1005 PAYMENT,-331.99
04/17/2026,VENDOR 1006 PAYMENT,-321.99
04/18/2026,VENDOR 1007 PAYMENT,-115.99
04/19/2026,VENDOR 1008 PAYMENT,-426.99
04/20/2026,VENDOR 1009 PAYMENT,-266.99
04/21/2026,VENDOR 1010 PAYMENT,-262.99
04/22/2026,VENDOR 1011 PAYMENT,-75.99
04/23/2026,VENDOR 1012 PAYMENT,-151.99
04/24/2026,VENDOR 1013 PAYMENT,-256.99
04/25/2026,VENDOR 1014 PAYMENT,-4.99
04/26/2026,VENDOR 1015 PAYMENT,-209.99
04/27/2026,VENDOR 1016 PAYMENT,-301.99
04/28/2026,VENDOR 1017 PAYMENT,-434.99
04/29/2026,VENDOR 1018 PAYMENT,-179.99
04/30/2026,VENDOR 1019 PAYMENT,-426.99
05/01/2026,VENDOR 1020 PAYMENT,-138.99
05/02/2026,VENDOR 1021 PAYMENT,-233.99
05/03/2026,VENDOR 1022 PAYMENT,-36.99
05/04/2026,VENDOR 1023 PAYMENT,-176.99
05/05/2026,VENDOR 1024 PAYMENT,-212.99
05/06/2026,VENDOR 1025 PAYMENT,-487.99
05/07/2026,VENDOR 1026 PAYMENT,-354.99
05/08/2026,VENDOR 1027 PAYMENT,-21.99
05/09/2026,VENDOR 1028 PAYMENT,-13.99
05/10/2026,VENDOR 1029 PAYMENT,-486.99
05/11/2026,VENDOR 1030 PAYMENT,-403.99
05/12/2026,VENDOR 1031 PAYMENT,-444.99
05/13/2026,VENDOR 1032 PAYMENT,-447.99
05/14/2026,VENDOR 1033 PAYMENT,-363.99
